word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
AtSlnA	اتصلنا	Ait~aSal	اِتَّصَل	verb	Ait~aSal	اِتَّصَل	contact;get_in_touch_(with);get_in_touch_(with_[CALIMA]+we_[CALIMA]	None	None
bAlAsmAEylY	بالاسماعيلى	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	with;by_+_the_[CALIMA]+Ismaili_[ARAMORPH]	None	None
wAkd	واكد	wAkd	واكد	noun_prop	wAkd	واكد	NO_ANALYSIS_[ARAMORPH]	None	None
SHp	صحة	SiH~ap	صِحَّة	noun	SiH~	صِحّ	health;authenticity;truth;correctness_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
AlAstgnA'	الاستغناء	{isotigonA'	ٱِسْتِغْناء	noun	{isotigonA'	ٱِسْتِغْناء	the_[ARAMORPH]+dispensing_with;renunciation_[ARAMORPH]	None	None
wAtmAm	واتمام	<itomAm	إِتْمام	noun	<itomAm	إِتْمام	and_[ARAMORPH]+completion;realization_[ARAMORPH]	None	None
AlSfqh	الصفقه	Safoqap	صَفْقَة	noun	Safoq	صَفْق	the_[CALIMA]+deal;transaction;deals;transactions_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
klAm	كلام	kalAm	كَلام	noun	kalAm	كَلام	speech;statement;remark;talk;saying_[CALIMA]	None	None
$wbyr	شوبير	$wbyr	شوبير	noun_prop	$wbyr	شوبير	Shubair_[ARAMORPH]	None	None
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
A*A	اذا	Ai*AF	اِذاً	adv	Ai*AF	اِذاً	TBA_[CALIMA]	None	None
AftrDnA	افترضنا	{ifotaraD	ٱِفْتَرَض	verb	{ifotaraD	ٱِفْتَرَض	expect;suppose;presume_[ARAMORPH]+we_<verb>_[ARAMORPH]	None	None
SHp	صحة	SiH~ap	صِحَّة	noun	SiH~	صِحّ	health;authenticity;truth;correctness_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
Edm	عدم	Eadam	عَدَم	noun	Eadam	عَدَم	absence_of;lack_of;not;non-_[CALIMA]	None	None
wjwd	وجود	wujuwd	وُجُود	noun	wujuwd	وُجُود	presence;existence_[CALIMA]	None	None
xtm	ختم	xatom	خَتْم	noun	xatom	خَتْم	seal;stamp;seals;stamps_[CALIMA]	None	None
AsAsA	اساسا	>asAs	أَساس	noun	>asAs	أَساس	foundation;basis_[ARAMORPH]+[acc.indef.]_[ARAMORPH]	None	None
Eyb	عيب	Eayb	عَيب	noun	Eayb	عَيب	shame;fault;faults;weaknesses_[CALIMA]	None	None
Elyk	عليك	EalaY	عَلَى	prep	Ealayk	عَلَيك	on;above_[CALIMA]	None	None
myn	مين	miyn	مِين	pron_interrog	miyn	مِين	TBA_[CALIMA]	None	None
mA	ما	mA	ما	part	mA	ما	[no_gloss]_[CALIMA]	None	None
yErf$	يعرفش	Earaf	عَرَف	verb	Eoraf	عْرَف	he;it_[CALIMA]+know;be_known_[CALIMA]+not_[CALIMA]	None	None
Alkbyr	الكبير	kibiyr	كِبِير	adj	kibiyr	كِبِير	the_[CALIMA]+senior;major;large;big;important;great_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
yETyny	يعطيني	>aEoTaY	أَعْطَى	verb	EoTiy	عْطِي	he;it_[CALIMA]+give;provide;hand_over;be_given;be_provided_[CALIMA]+me_[CALIMA]	None	None
qlb	قلب	qalob	قَلْب	noun	qalob	قَلْب	overthrowing;toppling;reversal;inversion;heart;center;essence;hearts_[CALIMA]	None	None
kqlbk	كقلبك	qlbk	قلبك	noun_prop	qlbk	قلبك	NO_ANALYSIS_[ARAMORPH]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
Eql	عقل	Eaqol	عَقْل	noun	Eaqol	عَقْل	mind;intellect;brain;senses;intellects;brains;intellectually;mentally_[CALIMA]	None	None
kEqlk	كعقلك	Eqlk	عقلك	noun_prop	Eqlk	عقلك	NO_ANALYSIS_[ARAMORPH]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
Abw	ابو	>ab	أَب	noun	>abuw	أَبُو	father_[ARAMORPH]	None	None
trykp	تريكة	trykh	تريكه	noun_prop	trykh	تريكه	NO_ANALYSIS_[ARAMORPH]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
fElA	فعلا	fiEol	فِعْل	noun	fiEol	فِعْل	doing;act;action;actually;in_effect;(actually;in_effect);acts_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
kbyr	كبير	kibiyr	كِبِير	adj	kibiyr	كِبِير	senior;major;large;big;important;great_[CALIMA]	None	None
Eks	عكس	Eakos	عَكْس	noun	Eakos	عَكْس	opposite;contrary_[CALIMA]	None	None
mydw	ميدو	miyduw	مِيدُو	noun_prop	miyduw	مِيدُو	Mido_[CALIMA]	None	None
Al<nsjAm	الإنسجام	AinosijAm	اِنْسِجام	noun	AinosijAm	اِنْسِجام	the_[CALIMA]+fluency;harmony_[CALIMA]	None	None
byn	بين	bayona	بَيْنَ	noun	bayona	بَيْنَ	between;among_[ARAMORPH]	None	None
AllAEbyn	اللاعبين	lAEib	لاعِب	noun	lAEib	لاعِب	the_[ARAMORPH]+player;athlete_[ARAMORPH]+two_[ARAMORPH]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
Almdrb	المدرب	mudar~ib	مُدَرِّب	noun	mudar~ib	مُدَرِّب	the_[CALIMA]+trainer;coach;instructor_[CALIMA]	None	None
Aljyd	الجيد	jay~id	جَيِّد	adj	jay~id	جَيِّد	the_[ARAMORPH]+good_[ARAMORPH]	None	None
>Hd	أحد	>aHad	أَحَد	noun	>aHad	أَحَد	one_(of);someone;anyone;no-one;ones;Sunday;Sundays_[CALIMA]	None	None
>hm	أهم	>aham~	أَهَمّ	adj_comp	>aham~	أَهَمّ	more;most_important_[CALIMA]	None	None
>sbAb	أسباب	sabab	سَبَب	noun	>asobAb	أَسْباب	reasons;causes_[ARAMORPH]	None	None
Alfwz	الفوز	fawoz	فَوْز	noun	fawoz	فَوْز	the_[ARAMORPH]+victory_[ARAMORPH]	None	None
bAlbTwlAt	بالبطولات	buTuwlap	بُطُولَة	noun	buTuwl	بُطُول	with;by_+_the_[CALIMA]+championship;starring_role;heroism_[CALIMA]+[fem.pl.]_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
>hm	أهم	>aham~	أَهَمّ	adj_comp	>aham~	أَهَمّ	more;most_important_[CALIMA]	None	None
mn	من	man	مَن	pron_interrog	man	مَن	who;whom_[ARAMORPH]	None	None
kwn	كون	kawon	كَوْن	noun	kawon	كَوْن	being_[ARAMORPH]	None	None
h&lA'	هؤلاء	h`*A	هٰذا	pron_dem	h`&ulA'i	هٰؤُلاءِ	these_[ARAMORPH]	None	None
AllAEbwn	اللاعبون	lAEbwn	لاعبون	noun_prop	lAEbwn	لاعبون	NO_ANALYSIS_[ARAMORPH]	None	None
mHtrfwn	محترفون	muHotarif	مُحْتَرِف	noun	muHotarif	مُحْتَرِف	professional;expert_[ARAMORPH]+[masc.pl.]_[ARAMORPH]	None	None
>w	أو	>aw	أَو	conj	>aw	أَو	Or;if_not;unless;except_if;except_when_[CALIMA]	None	None
mHlywn	محليون	maHal~iy~	مَحَلِّيّ	adj	maHal~iy~	مَحَلِّيّ	local_[ARAMORPH]+[masc.pl.]_[ARAMORPH]	None	None
nfsY	نفسى	nafos	نَفْس	noun	nafos	نَفْس	same;self;selves;soul;souls_[CALIMA]+my_[CALIMA]	None	None
mrp	مرة	mar~ap	مَرَّة	noun	mar~	مَرّ	occasion;time;moment;occasions;times;moments;once;one_time_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
fY	فى	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
HyAtY	حياتى	HayAp	حَياة	noun	HayA	حَيا	life;lives_[CALIMA]+[fem.sg.]_+_my_[CALIMA]	None	None
A$wfk	اشوفك	$Af	شاف	verb	$uwf	شُوف	I_[CALIMA]+look_[CALIMA]+you_[CALIMA]	None	None
btAxd	بتاخد	>axa*	أَخَذ	verb	>axu*	أَخُذ	[present-tense]_+_it;they;she_[CALIMA]+take;begin;be_taken_[CALIMA]	None	None
Aljdwl	الجدول	jadowal	جَدْوَل	noun	jadowal	جَدْوَل	the_[CALIMA]+schedule;chart;schedules;charts_[CALIMA]	None	None
Edl	عدل	Eidil	عِدِل	adj	Eidil	عِدِل	straight;good;nice;correct_[CALIMA]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
fkrtnY	فكرتنى	fak~ar	فَكَّر	verb	fak~ar	فَكَّر	think;consider;ponder_[ARAMORPH]+it;they;she_<verb>_me_[ARAMORPH]	None	None
bElA'	بعلاء	EalA'	عَلاء	noun_prop	EalA'	عَلاء	with;by_[CALIMA]+Alaa_[CALIMA]	None	None
wlY	ولى	lay~	لَيّ	noun	lay~	لَيّ	and;with_[CALIMA]+bending;twisting;distortion;contortion_[CALIMA]	None	None
Aldyn	الدين	diyn	دِين	noun	diyn	دِين	the_[CALIMA]+religion;religions_[CALIMA]	None	None
fY	فى	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
fylm	فيلم	fiylom	فِيلْم	noun	fiylm	فِيلم	film;movie_[ARAMORPH]	None	None
AlnAZr	الناظر	nAZir	ناظِر	noun	nAZir	ناظِر	the_[ARAMORPH]+looking;observer;supervisor_[ARAMORPH]	None	None
whw	وهو	huw~a	هُوَّ	pron	huw~a	هُوَّ	and_[CALIMA]+it;he;an_improper_way;its;the_self_same;emphatic_pronoun_of_the_3rd_person;emphasizing_a_preceding_noun;emphasizing_a_preceding_suffix_[CALIMA]	None	None
byqwl	بيقول	qAl	قال	verb	quwl	قُول	[present-tense]_+_he;it_[CALIMA]+said;say;be_said;(for_example)_[CALIMA]	None	None
fY	فى	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
qbylp	قبيلة	qabiylap	قَبِيلَة	noun	qabiyl	قَبِيل	tribe;tribes_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
fqdt	فقدت	faqad	فَقَد	verb	faqad	فَقَد	lose;be_missing;lack;be_lost_[CALIMA]+I_[CALIMA]	None	None
fY	فى	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
AlSHrA'	الصحراء	SaHorA'	صَحْراء	noun	SaHorA'	صَحْراء	the_[CALIMA]+desert;deserts_[CALIMA]	None	None
mn	من	man	مَن	pron_interrog	man	مَن	who;whom_[ARAMORPH]	None	None
AyAm	ايام	yawm	يَوم	noun	Aay~Am	اَيّام	today;day;some_day;ever;days_[CALIMA]	None	None
AljAhlyp	الجاهلية	jAhiliy~ap	جاهِلِيَّة	noun	jAhiliy~	جاهِلِيّ	the_[CALIMA]+Jahiliya_(pre-Islam);ignorance_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
wlm	ولم	lam	لَم	part_neg	lam	لَم	and_[ARAMORPH]+not_[ARAMORPH]	None	None
ystTyE	يستطيع	AisotaTAE	اِسْتَطاع	verb	sotaTiyE	سْتَطِيع	he;it_[CALIMA]+able_to;be_able;be_possible;be_able_to;be_capable;be_capable_of_[CALIMA]	None	None
AlAstdlAl	الاستدلال	AisotidolAl	اِسْتِدْلال	noun	AisotidolAl	اِسْتِدْلال	the_[CALIMA]+argumentation;inference;prof_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
mkAnhA	مكانها	makAn	مَكان	noun	makAn	مَكان	place;location;position;places;locations;positions_[CALIMA]+its;their;her_[CALIMA]	None	None
HtY	حتى	Hat~aY	حَتَّى	prep	Hat~aY	حَتَّى	until;up_to_[CALIMA]	None	None
AlAn	الان	Al|n	الآن	adv	Al|n	الآن	now_[CALIMA]	None	None
A*kr	اذكر	*akar	ذَكَر	verb	*okur	ذْكُر	I_[CALIMA]+mention;cite;remember;be_mentioned;be_cited;be_worth_mentioning;be_worth_citing_[CALIMA]	None	None
mkAn	مكان	makAn	مَكان	noun	makAn	مَكان	place;location;position;places;locations;positions_[CALIMA]	None	None
AlqAflp	القافلة	qAfil	قافِل	noun	qAfil	قافِل	the_[ARAMORPH]+coming_home;returning_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
bAltHdyd	بالتحديد	taHodiyd	تَحْدِيد	noun	taHodiyd	تَحْدِيد	with;by_+_the_[CALIMA]+delimitation;specification;definition;specifically_[CALIMA]	None	None
tlwH	تلوح	lAH	لاح	verb	luwH	لُوح	it;they;she_[ARAMORPH]+appear;seem_[ARAMORPH]	None	None
fy	في	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
Al>fq	الأفق	Aufuq	اُفُق	noun	Aufuq	اُفُق	the_[CALIMA]+TBA_[CALIMA]	None	None
bwAdr	بوادر	bAdirap	بادِرَة	noun	bawAdir	بَوادِر	gestures;first_signs_[ARAMORPH]	None	None
>zmp	أزمة	>azomap	أَزْمَة	noun	>azom	أَزْم	crisis;crises_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
jdydp	جديدة	jidiyd	جِدِيد	adj	jidiyd	جِدِيد	new_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
byn	بين	bayona	بَيْنَ	noun	bayona	بَيْنَ	between;among_[ARAMORPH]	None	None
AljhAz	الجهاز	jihAz	جِهاز	noun	jihAz	جِهاز	the_[CALIMA]+machine;apparatus;device;appliance;system;equipment;machines;devices_[CALIMA]	None	None
Alfny	الفني	fan~iy	فَنِّي	adj	fan~iy	فَنِّي	the_[CALIMA]+artistic;technical_[CALIMA]	None	None
llfryq	للفريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	for;to_+_the_[CALIMA]+team;band;group;faction;party;factions;parties;groups_[CALIMA]	None	None
Alkrwy	الكروي	kurawiy~	كُرَوِيّ	adj	kurawiy~	كُرَوِيّ	the_[ARAMORPH]+soccer-related;(sports)_ball-related_[ARAMORPH]	None	None
Al>wl	الأول	Aaw~il	اَوِّل	noun	Aaw~il	اَوِّل	the_[CALIMA]+first;beginning_[CALIMA]	None	None
bAlnAdy	بالنادي	nAdiy	نادِي	noun	nAdiy	نادِي	with;by_+_the_[CALIMA]+club;association;clubs;associations_[CALIMA]	None	None
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the_[CALIMA]+Ahly;Ahli_[ARAMORPH]	None	None
wnZyrh	ونظيره	naZiyr	نَظِير	noun	naZiyr	نَظِير	and_[ARAMORPH]+counterpart;opposite_number;colleague;peer_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
bAlmntxb	بالمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	with;by_+_the_[CALIMA]+national_team;anthology_[CALIMA]	None	None
AlwTny	الوطني	waTaniy~	وَطَنِيّ	adj	waTaniy~	وَطَنِيّ	the_[ARAMORPH]+national_[ARAMORPH]	None	None
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	with;by_[CALIMA]+reason;cause;because_of;due_to;reasons;causes;circumstances_[CALIMA]	None	None
mbArAp	مباراة	mubArAp	مُباراة	noun	mubArAp	مُباراة	match;game;competition;matches;games;competitions_[CALIMA]	None	None
kwt	كوت	kuwt	كُوت	noun_prop	kuwt	كُوت	Cote_[ARAMORPH]	None	None
dyfwAr	ديفوار	dyfwAr	ديفوار	noun_prop	dyfwAr	ديفوار	NO_ANALYSIS_[ARAMORPH]	None	None
Alwdyp	الودية	wud~iy~	وُدِّيّ	adj	wud~iy~	وُدِّيّ	the_[ARAMORPH]+friendly;amicable_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Alty	التي	Al~a*iy	الَّذِي	pron_rel	Al~atiy	الَّتِي	which;who;whom_[fem.sg.]_[ARAMORPH]	None	None
stqAm	ستقام	>aqAm	أَقام	verb	qAm	قام	will_+_it;they;she_[ARAMORPH]+take_place;be_installed;be_established_[ARAMORPH]	None	None
fy	في	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
frnsA	فرنسا	faranosA	فَرَنْسا	noun_prop	faranosA	فَرَنْسا	France_[CALIMA]	None	None
ywm	يوم	yawm	يَوم	noun	yawm	يَوم	today;day;some_day;ever;days_[CALIMA]	None	None
٢١	٢١	٢١	٢١	digit	٢١	٢١	٢١	None	None
>gsTs	أغسطس	>agusoTus	أَغُسْطُس	noun	>agusoTus	أَغُسْطُس	TBA_[CALIMA]	None	None
Almqbl	المقبل	muqobil	مُقْبِل	adj	muqobil	مُقْبِل	the_[CALIMA]+next;coming;approaching_[CALIMA]	None	None
fDA}l	فضائل	faDiylap	فَضِيلَة	noun	faDA}il	فَضائِل	virtues_[ARAMORPH]	None	None
Alqr|n	القرآن	qur|n	قُرآن	noun	qur|n	قُرآن	the_[CALIMA]+Quran_[CALIMA]	None	None
wtlAwth	وتلاوته	tlAwth	تلاوته	noun_prop	tlAwth	تلاوته	NO_ANALYSIS_[ARAMORPH]	None	None
l	ل	li	لِ	abbrev	l	ل	L;12th;(pounds;lira)_[ARAMORPH]	None	None
wHAjAt	وحاجات	HAjap	حاجَة	noun	HAj	حاج	and_[CALIMA]+need;needs;thing;belongings_[CALIMA]+[fem.pl.]_[CALIMA]	None	None
ktyr	كتير	kaviyr	كَثِير	adj	kaviyr	كَثِير	many;much;numerous;a_lot;very_[CALIMA]	None	None
Axr	اخر	|xir	آخِر	adj_comp	|xir	آخِر	last;end_[CALIMA]	None	None
lgbTh	لغبطه	giboTap	غِبْطَة	noun	giboT	غِبْط	for;to_[ARAMORPH]+happiness;delight_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
kvrp	كثرة	kavorap	كَثْرَة	noun	kavor	كَثْر	abundance;frequency_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
mjAlsp	مجالسة	mujAlasap	مُجالَسَة	noun	mujAlas	مُجالَس	social_intercourse_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Al>gnyA'	الأغنياء	ganiy~	غَنِيّ	noun	>agoniyA'	أَغْنِياء	the_[ARAMORPH]+rich;wealthy_[ARAMORPH]	None	None
mn	من	man	مَن	pron_interrog	man	مَن	who;whom_[ARAMORPH]	None	None
>hl	أهل	>ahol	أَهْل	noun	>ahol	أَهْل	family;people;families;folk;indigenous_people;qualified;welcome!_[CALIMA]	None	None
AldnyA	الدنيا	dunoyA	دُنْيا	noun	dunoyA	دُنْيا	the_[CALIMA]+world;worlds_[CALIMA]	None	None
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I_[ARAMORPH]	None	None
lsh	لسه	lis~ah	لِسَّه	adv	lis~ah	لِسَّه	yet_[CALIMA]	None	None
byh	بيه	bi	بِ	prep	biyh	بِيه	with;by;him;them;her_[CALIMA]	None	None
AnA	انا	>anA	أَنا	pron	>anA	أَنا	I_[ARAMORPH]	None	None
bHb	بحب	Hab~	حَبّ	verb	Hab~	حَبّ	[present-tense]_+_I_[CALIMA]+love;like;want_[CALIMA]	None	None
Almkrwnp	المكرونة	makarawnap	مَكَرَونَة	noun	makarawn	مَكَرَون	the_[CALIMA]+pasta_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
AwY	اوى	qawiy	قَوِي	adj	>awiy	أَوِي	much;powerful;very_much;strong_[CALIMA]	None	None
mA	ما	mA	ما	part	mA	ما	[no_gloss]_[CALIMA]	None	None
tyjY	تيجى	jih	جِه	verb	yijiy	يِجِي	it;they;she_[CALIMA]+occur;came;cime;come;arrrive;com_with_them;reach_[CALIMA]	None	None
tAkl	تاكل	Aakal	اَكَل	verb	Akul	اكُل	you_[CALIMA]+eat_[CALIMA]	None	None
mEAyA	معايا	maEa	مَعَ	noun	maEA	مَعا	together;something_with;with_something;at;with_[CALIMA]+my_[CALIMA]	None	None
$krA	شكرا	$ukor	شُكْر	noun	$ukor	شُكْر	thankfulness;thanks;thank_you_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
lkl	لكل	kul~	كُلّ	noun_quant	kul~	كُلّ	for;to_[CALIMA]+all;entire;every;whole_[CALIMA]	None	None
Alrdwd	الردود	rad~	رَدّ	noun	ruduwd	رُدُود	the_[CALIMA]+reply;response;replies;responses;return;repulsion;in_reply_to;in_answer_to_[CALIMA]	None	None
Alm$Arkh	المشاركه	mu$Arokap	مُشارْكَة	noun	mu$Arok	مُشارْك	the_[CALIMA]+associate;participating;participant;participation;association_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
fy	في	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
AlmwDwE	الموضوع	mawoDuwE	مَوْضُوع	noun	mawoDuwE	مَوْضُوع	the_[ARAMORPH]+subject;theme;issue_[ARAMORPH]	None	None
wAlty	والتي	Al~a*iy	الَّذِي	pron_rel	Al~atiy	الَّتِي	and_[ARAMORPH]+which;who;whom_[fem.sg.]_[ARAMORPH]	None	None
tzyd	تزيد	zAd	زاد	verb	ziyd	زِيد	it;they;she_[CALIMA]+increase;exceed;add;be_increased;be_added;add_(to)_[CALIMA]	None	None
llmwDwE	للموضوع	mawoDuwE	مَوْضُوع	noun	mawoDuwE	مَوْضُوع	to;for_+_the_[ARAMORPH]+subject;theme;issue_[ARAMORPH]	None	None
Alkvyr	الكثير	kaviyr	كَثِير	adj	kaviyr	كَثِير	the_[CALIMA]+many;much;numerous;a_lot;very_[CALIMA]	None	None
wAlkvyr	والكثير	kaviyr	كَثِير	adj	kaviyr	كَثِير	and_+_the_[CALIMA]+many;much;numerous;a_lot;very_[CALIMA]	None	None
wAsf	واسف	|sif	آسِف	adj	|sif	آسِف	and_[CALIMA]+regret;sorry_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
Alt>xyr	التأخير	ta>oxiyr	تَأْخِير	noun	ta>oxiyr	تَأْخِير	the_[CALIMA]+delay_[CALIMA]	None	None
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	with;by_[CALIMA]+reason;cause;because_of;due_to;reasons;causes;circumstances_[CALIMA]	None	None
AlAn$gAl	الانشغال	Aino$igAl	اِنْشِغال	noun	Aino$igAl	اِنْشِغال	the_[CALIMA]+preoccupied;busy;occupation_[CALIMA]	None	None
fy	في	fiy	فِي	abbrev	fiy	فِي	V._[ARAMORPH]	None	None
AlEml	العمل	Eamal	عَمَل	noun	Eamal	عَمَل	the_[CALIMA]+work;action;actions;activities_[CALIMA]	None	None
ASbrwA	اصبروا	Sabar	صَبَر	verb	>uSobur	أُصْبُر	be_patient;endure_[CALIMA]+they_[CALIMA]	None	None
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
Axr	اخر	|xir	آخِر	adj_comp	|xir	آخِر	last;end_[CALIMA]	None	None
ywm	يوم	yawm	يَوم	noun	yawm	يَوم	today;day;some_day;ever;days_[CALIMA]	None	None
Tb	طب	Tab	طَب	interj	Tab	طَب	TBA_[CALIMA]	None	None
hAtly	هاتلي	hAt	هات	verb	hAt	هات	give_[CALIMA]+you_+_to;for_+_I_[CALIMA]	None	None
mEAk	معاك	maEa	مَعَ	noun	maEA	مَعا	together;something_with;with_something;at;with_[CALIMA]+your_[CALIMA]	None	None
bAltwfyq	بالتوفيق	tawfiyq	تَوفِيق	noun	tawfiyq	تَوفِيق	with;by_+_the_[CALIMA]+success;successful_outcome;conformation_[CALIMA]	None	None
llmntxb	للمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	for;to_+_the_[CALIMA]+national_team;anthology_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish_[CALIMA]+he;it_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
Alfwz	الفوز	fawoz	فَوْز	noun	fawoz	فَوْز	the_[ARAMORPH]+victory_[ARAMORPH]	None	None
lmSr	لمصر	maSor	مَصْر	noun_prop	maSor	مَصْر	for;to_[CALIMA]+Egypt_[CALIMA]	None	None
Abw	ابو	>ab	أَب	noun	>abuw	أَبُو	father_[ARAMORPH]	None	None
ryAD	رياض	ryAD	رياض	noun_prop	ryAD	رياض	NO_ANALYSIS_[ARAMORPH]	None	None
AntA	انتا	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
mtAkd	متاكد	muta>ak~id	مُتَأَكِّد	adj	muta>ak~id	مُتَأَكِّد	certain;sure_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
HsAm	حسام	HsAm	حسام	noun_prop	HsAm	حسام	NO_ANALYSIS_[ARAMORPH]	None	None
Hsn	حسن	Hasan	حَسَن	noun_prop	Hasan	حَسَن	Hassan_[CALIMA]	None	None
kAn	كان	kAn	كان	verb	kAn	كان	be;was;were_[CALIMA]	None	None
mE	مع	maEa	مَعَ	noun	maE	مَع	together;something_with;with_something;at;with_[CALIMA]	None	None
AldfAE	الدفاع	difAE	دِفاع	noun	difAE	دِفاع	the_[CALIMA]+defense;in_defense_(of)_[CALIMA]	None	None
hw	هو	huw~a	هُوَّ	pron	huw~a	هُوَّ	it;he;an_improper_way;its;the_self_same;emphatic_pronoun_of_the_3rd_person;emphasizing_a_preceding_noun;emphasizing_a_preceding_suffix_[CALIMA]	None	None
AllY	اللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	which;who;whom_[CALIMA]	None	None
xsrkm	خسركم	xasir	خَسِر	verb	xasir	خَسِر	lose_[ARAMORPH]+he;it_<verb>_you_[ARAMORPH]	None	None
sybw	سيبو	sAb	ساب	verb	siyb	سِيب	flow;neglect_[CALIMA]+they_[CALIMA]	None	None
hAnY	هانى	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani_[CALIMA]	None	None
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed_[CALIMA]	None	None
bqY	بقى	baqaY	بَقَى	adv	baqaY	بَقَى	then;so_[CALIMA]	None	None
Hd	حد	Had~	حَدّ	noun	Had~	حَدّ	stop;halt;end;extent;limit;level;border;frontier_[CALIMA]	None	None
yjyb	يجيب	jAb	جاب	verb	jiyb	جِيب	he;it_[CALIMA]+explore;traverse_[CALIMA]	None	None
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete_[CALIMA]	None	None
m$	مش	mi$	مِش	part_neg	mi$	مِش	TBA_[CALIMA]	None	None
EAwzkm	عاوزكم	EAwzkm	عاوزكم	noun_prop	EAwzkm	عاوزكم	NO_ANALYSIS_[ARAMORPH]	None	None
wAllh	والله	<il~A	إِلّا	noun	Allah	اللَه	and;with_[CALIMA]+God;Allah_[CALIMA]	None	None
AlEZym	العظيم	EaZiym	عَظِيم	adj	EaZiym	عَظِيم	the_[CALIMA]+great;powerful_[CALIMA]	None	None
mA	ما	mA	ما	part	mA	ما	[no_gloss]_[CALIMA]	None	None
AqSd	اقصد	qaSad	قَصَد	verb	qoSud	قْصُد	I_[CALIMA]+intend;mean;pursue;be_intended;be_meant;be_pursued_[CALIMA]	None	None
