word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
A*A	اذا	Ai*A	اِذا	conj_sub	<i*A	إِذا	TBA_[CALIMA]	None	None
AftrDnA	افترضنا	{ifotaraD	ٱِفْتَرَض	verb	{ifotaraD	ٱِفْتَرَض	expect;suppose;presume_[ARAMORPH]+we_<verb>_[ARAMORPH]	None	None
SHp	صحة	SiH~ap	صِحَّة	noun	SiH~	صِحّ	health;authenticity;truth;correctness_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
Edm	عدم	Eadam	عَدَم	noun	Eadam	عَدَم	absence_of;lack_of;not;non-_[CALIMA]	None	None
wjwd	وجود	wujuwd	وُجُود	noun	wujuwd	وُجُود	presence;existence_[CALIMA]	None	None
xtm	ختم	xatom	خَتْم	noun	xatom	خَتْم	seal;stamp;seals;stamps_[CALIMA]	None	None
AsAsA	اساسا	AasAs	اَساس	noun	AasAs	اَساس	basically;primarily_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
Eyb	عيب	Eayb	عَيب	noun	Eayb	عَيب	shame;fault;faults;weaknesses_[CALIMA]	None	None
Elyk	عليك	EalaY	عَلَى	prep	Ealayk	عَلَيك	on;above_[CALIMA]	None	None
myn	مين	miyn	مِين	pron_interrog	miyn	مِين	TBA_[CALIMA]	None	None
mA	ما	mA	ما	pron_rel	mA	ما	why;what;which_[CALIMA]	None	None
yErf$	يعرفش	Earaf	عَرَف	verb	Eoraf	عْرَف	he;it_[CALIMA]+know;be_known_[CALIMA]+not_[CALIMA]	None	None
Alkbyr	الكبير	kibiyr	كِبِير	adj	kibiyr	كِبِير	the_[CALIMA]+senior;major;large;big;important;great_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
yETyny	يعطيني	>aEoTaY	أَعْطَى	verb	EoTiy	عْطِي	he;it_[CALIMA]+give;provide;hand_over;be_given;be_provided_[CALIMA]+me_[CALIMA]	None	None
qlb	قلب	qalob	قَلْب	noun	qalob	قَلْب	overthrowing;toppling;reversal;inversion;heart;center;essence;hearts_[CALIMA]	None	None
kqlbk	كقلبك	qalob	قَلْب	noun	qalob	قَلْب	like;such_[CALIMA]+overthrowing;toppling;reversal;inversion;heart;center;essence;hearts_[CALIMA]+your_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
Eql	عقل	Eaqol	عَقْل	noun	Eaqol	عَقْل	mind;intellect;brain;senses;intellects;brains;intellectually;mentally_[CALIMA]	None	None
kEqlk	كعقلك	Eaqol	عَقْل	noun	Eaqol	عَقْل	like;such_[CALIMA]+mind;intellect;brain;senses;intellects;brains;intellectually;mentally_[CALIMA]+your_[CALIMA]	None	None
yA	يا	yA	يا	part_voc	yA	يا	O;oh_[CALIMA]	None	None
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu_[ARAMORPH]	None	None
trykp	تريكة	tariykap	تَرِيكَة	noun	tariyk	تَرِيك	spinster_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
fElA	فعلا	fiEol	فِعْل	noun	fiEol	فِعْل	doing;act;action;actually;in_effect;(actually;in_effect);acts_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
kbyr	كبير	kabiyr	كَبِير	adj	kabiyr	كَبِير	large;great;important;major;senior_[CALIMA]	None	None
Eks	عكس	Eakos	عَكْس	noun	Eakos	عَكْس	opposite;contrary_[CALIMA]	None	None
mydw	ميدو	miyduw	مِيدُو	noun_prop	miyduw	مِيدُو	Mido_[CALIMA]	None	None
Al<nsjAm	الإنسجام	AinosijAm	اِنْسِجام	noun	AinosijAm	اِنْسِجام	the_[CALIMA]+fluency;harmony_[CALIMA]	None	None
byn	بين	bayn	بَين	noun	bayn	بَين	between;among_[CALIMA]	None	None
AllAEbyn	اللاعبين	lAEib	لاعِب	noun	lAEib	لاعِب	the_[ARAMORPH]+player;athlete_[ARAMORPH]+[masc.pl.]_[ARAMORPH]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
Almdrb	المدرب	mudar~ib	مُدَرِّب	noun	mudar~ib	مُدَرِّب	the_[CALIMA]+trainer;coach;instructor_[CALIMA]	None	None
Aljyd	الجيد	jay~id	جَيِّد	adj	jay~id	جَيِّد	the_[ARAMORPH]+good_[ARAMORPH]	None	None
>Hd	أحد	>aHad	أَحَد	noun	>aHad	أَحَد	one_(of);someone;anyone;no-one;ones;Sunday;Sundays_[CALIMA]	None	None
>hm	أهم	>aham~	أَهَمّ	adj_comp	>aham~	أَهَمّ	more;most_important_[CALIMA]	None	None
>sbAb	أسباب	sabab	سَبَب	noun	>asobAb	أَسْباب	reasons;causes_[ARAMORPH]	None	None
Alfwz	الفوز	fawz	فَوز	noun	fawz	فَوز	the_[CALIMA]+victory_[CALIMA]	None	None
bAlbTwlAt	بالبطولات	buTuwlap	بُطُولَة	noun	buTuwl	بُطُول	with;by_+_the_[CALIMA]+championship;starring_role;heroism_[CALIMA]+[fem.pl.]_[CALIMA]	None	None
w	و	wa	وَ	conj	wa	وَ	and_[CALIMA]	None	None
>hm	أهم	>aham~	أَهَمّ	adj_comp	>aham~	أَهَمّ	more;most_important_[CALIMA]	None	None
mn	من	min	مِن	prep	min	مِن	from_[CALIMA]	None	None
kwn	كون	kawn	كَون	noun	kawn	كَون	being;events;universe;existence_[CALIMA]	None	None
h&lA'	هؤلاء	h`*A	هٰذا	pron_dem	h`&ulA'i	هٰؤُلاءِ	these_[ARAMORPH]	None	None
AllAEbwn	اللاعبون	lAEib	لاعِب	noun	lAEib	لاعِب	the_[ARAMORPH]+player;athlete_[ARAMORPH]+[masc.pl.]_[ARAMORPH]	None	None
mHtrfwn	محترفون	muHotarif	مُحْتَرِف	noun	muHotarif	مُحْتَرِف	professional;expert_[ARAMORPH]+[masc.pl.]_[ARAMORPH]	None	None
>w	أو	>aw	أَو	conj	>aw	أَو	Or;if_not;unless;except_if;except_when_[CALIMA]	None	None
mHlywn	محليون	maHal~iy~	مَحَلِّيّ	adj	maHal~iy~	مَحَلِّيّ	local_[ARAMORPH]+[masc.pl.]_[ARAMORPH]	None	None
nfsY	نفسى	nifos	نِفْس	noun	nifos	نِفْس	wish;mood_[CALIMA]+my_[CALIMA]	None	None
mrp	مرة	mar~ap	مَرَّة	noun	mar~	مَرّ	occasion;time;moment;occasions;times;moments;once;one_time_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
fY	فى	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
HyAtY	حياتى	HayAp	حَياة	noun	HayA	حَيا	life;lives_[CALIMA]+[fem.sg.]_+_my_[CALIMA]	None	None
A$wfk	اشوفك	$Af	شاف	verb	$uwf	شُوف	I_[ARAMORPH]+look_[ARAMORPH]+you_[ARAMORPH]	None	None
btAxd	بتاخد	Aaxa*	اَخَذ	verb	Axu*	اخُذ	[present-tense]_+_it;they;she_[CALIMA]+started_to;begins_to;hold;take_[CALIMA]	None	None
Aljdwl	الجدول	jadowal	جَدْوَل	noun	jadowal	جَدْوَل	the_[CALIMA]+schedule;chart;schedules;charts_[CALIMA]	None	None
Edl	عدل	Eadol	عَدْل	noun	Eadol	عَدْل	justice;fairness_[CALIMA]	None	None
Ant	انت	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
fkrtnY	فكرتنى	fak~ar	فَكَّر	verb	fak~ar	فَكَّر	think;consider;ponder_[CALIMA]+you_+_me_[CALIMA]	None	None
bElA'	بعلاء	EalA'	عَلاء	noun_prop	EalA'	عَلاء	with;by_[CALIMA]+Alaa_[CALIMA]	None	None
wlY	ولى	waliy~	وَلِيّ	noun	waliy~	وَلِيّ	successor;heir;patron_[ARAMORPH]	None	None
Aldyn	الدين	diyn	دِين	noun	diyn	دِين	the_[CALIMA]+religion;religions_[CALIMA]	None	None
fY	فى	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
fylm	فيلم	fiylom	فِيلْم	noun	fiylm	فِيلم	film;movie_[ARAMORPH]	None	None
AlnAZr	الناظر	nAZir	ناظِر	noun	nAZir	ناظِر	the_[ARAMORPH]+looking;observer;supervisor_[ARAMORPH]	None	None
whw	وهو	huw~a	هُوَّ	pron	huw~a	هُوَّ	and_[CALIMA]+it;he;an_improper_way;its;the_self_same;emphatic_pronoun_of_the_3rd_person;emphasizing_a_preceding_noun;emphasizing_a_preceding_suffix_[CALIMA]	None	None
byqwl	بيقول	qAl	قال	verb	quwl	قُول	[present-tense]_+_he;it_[CALIMA]+said;say;be_said;(for_example)_[CALIMA]	None	None
fY	فى	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
qbylp	قبيلة	qabiylap	قَبِيلَة	noun	qabiyl	قَبِيل	tribe;tribes_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
fqdt	فقدت	faqad	فَقَد	verb	faqad	فَقَد	lose_[ARAMORPH]+it;they;she_<verb>_[ARAMORPH]	None	None
fY	فى	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
AlSHrA'	الصحراء	SaHorA'	صَحْراء	noun	SaHorA'	صَحْراء	the_[CALIMA]+desert;deserts_[CALIMA]	None	None
mn	من	min	مِن	prep	min	مِن	from_[CALIMA]	None	None
AyAm	ايام	yawm	يَوم	noun	Aiy~Am	اِيّام	today;day;some_day;ever;days_[CALIMA]	None	None
AljAhlyp	الجاهلية	jAhiliy~ap	جاهِلِيَّة	noun	jAhiliy~	جاهِلِيّ	the_[CALIMA]+Jahiliya_(pre-Islam);ignorance_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
wlm	ولم	lam	لَم	part_neg	lam	لَم	and_[ARAMORPH]+not_[ARAMORPH]	None	None
ystTyE	يستطيع	AisotaTAE	اِسْتَطاع	verb	sotaTiyE	سْتَطِيع	he;it_[CALIMA]+able_to;be_able;be_possible;be_able_to;be_capable;be_capable_of_[CALIMA]	None	None
AlAstdlAl	الاستدلال	AisotidolAl	اِسْتِدْلال	noun	AisotidolAl	اِسْتِدْلال	the_[CALIMA]+argumentation;inference;prof_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
mkAnhA	مكانها	makAn	مَكان	noun	makAn	مَكان	place;location;position;places;locations;positions_[CALIMA]+its;their;her_[CALIMA]	None	None
HtY	حتى	Hat~aY	حَتَّى	part	Hat~aY	حَتَّى	even;including_[CALIMA]	None	None
AlAn	الان	|n	آن	noun	|n	آن	the_[CALIMA]+time;moment_[CALIMA]	None	None
A*kr	اذكر	*akar	ذَكَر	verb	*okur	ذْكُر	I_[ARAMORPH]+mention;cite;remember_[ARAMORPH]	None	None
mkAn	مكان	makAn	مَكان	noun	makAn	مَكان	place;location;position;places;locations;positions_[CALIMA]	None	None
AlqAflp	القافلة	qAfil	قافِل	noun	qAfil	قافِل	the_[ARAMORPH]+coming_home;returning_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
bAltHdyd	بالتحديد	taHodiyd	تَحْدِيد	noun	taHodiyd	تَحْدِيد	with;by_+_the_[CALIMA]+delimitation;specification;definition;specifically_[CALIMA]	None	None
tlwH	تلوح	lAH	لاح	verb	luwH	لُوح	it;they;she_[ARAMORPH]+appear;seem_[ARAMORPH]	None	None
fy	في	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
Al>fq	الأفق	Aufuq	اُفُق	noun	Aufuq	اُفُق	the_[CALIMA]+TBA_[CALIMA]	None	None
bwAdr	بوادر	bAdirap	بادِرَة	noun	bawAdir	بَوادِر	gestures;first_signs_[ARAMORPH]	None	None
>zmp	أزمة	>azomap	أَزْمَة	noun	>azom	أَزْم	crisis;crises_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
jdydp	جديدة	jidiyd	جِدِيد	adj	jidiyd	جِدِيد	new_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
byn	بين	bayn	بَين	noun	bayn	بَين	between;among_[CALIMA]	None	None
AljhAz	الجهاز	jihAz	جِهاز	noun	jihAz	جِهاز	the_[CALIMA]+machine;apparatus;device;appliance;system;equipment;machines;devices_[CALIMA]	None	None
Alfny	الفني	laf~	لَفّ	verb	lif~	لِفّ	I_[CALIMA]+wrap;turn_[CALIMA]+me_[CALIMA]	None	None
llfryq	للفريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	for;to_+_the_[CALIMA]+team;band;group;faction;party;factions;parties;groups_[CALIMA]	None	None
Alkrwy	الكروي	kurawiy~	كُرَوِيّ	adj	kurawiy~	كُرَوِيّ	the_[ARAMORPH]+soccer-related;(sports)_ball-related_[ARAMORPH]	None	None
Al>wl	الأول	>aw~al	أَوَّل	adj_comp	>aw~al	أَوَّل	the_[CALIMA]+primarily;first;in_the_first_place;first_of_all_[CALIMA]	None	None
bAlnAdy	بالنادي	nAdiy	نادِي	noun	nAdiy	نادِي	with;by_+_the_[CALIMA]+club;association;clubs;associations_[CALIMA]	None	None
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the_[CALIMA]+Ahly;Ahli_[ARAMORPH]	None	None
wnZyrh	ونظيره	naZiyr	نَظِير	noun	naZiyr	نَظِير	and_[ARAMORPH]+counterpart;opposite_number;colleague;peer_[ARAMORPH]+its;his_[ARAMORPH]	None	None
bAlmntxb	بالمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	with;by_+_the_[CALIMA]+national_team;anthology_[CALIMA]	None	None
AlwTny	الوطني	waTaniy~	وَطَنِيّ	adj	waTaniy~	وَطَنِيّ	the_[ARAMORPH]+national_[ARAMORPH]	None	None
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	with;by_[CALIMA]+reason;cause;because_of;due_to;reasons;causes;circumstances_[CALIMA]	None	None
mbArAp	مباراة	mubArAp	مُباراة	noun	mubArAp	مُباراة	match;game;competition;matches;games;competitions_[CALIMA]	None	None
kwt	كوت	kuw~ap	كُوَّة	noun	kuw~	كُوّ	aperture;skylight;apertures;skylights_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
dyfwAr	ديفوار	diyfuwAr	دِيفُوار	noun_prop	diyfuwAr	دِيفُوار	d'Ivoire_[ARAMORPH]	None	None
Alwdyp	الودية	wud~iy~	وُدِّيّ	adj	wud~iy~	وُدِّيّ	the_[ARAMORPH]+friendly;amicable_[ARAMORPH]+[fem.sg.]_[ARAMORPH]	None	None
Alty	التي	Ail~atiy	اِلَّتِي	pron_rel	Al~atiy	الَّتِي	which;who;whom_[masc.sg.];with;as;to;whom_[fem.sg.];whom_[du.]_[CALIMA]	None	None
stqAm	ستقام	>aqAm	أَقام	verb	qAm	قام	will_+_it;they;she_[ARAMORPH]+take_place;be_installed;be_established_[ARAMORPH]	None	None
fy	في	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
frnsA	فرنسا	faranosA	فَرَنْسا	noun_prop	faranosA	فَرَنْسا	France_[CALIMA]	None	None
ywm	يوم	yawm	يَوم	noun	yawm	يَوم	today;day;some_day;ever;days_[CALIMA]	None	None
٢١	٢١	٢١	٢١	digit	٢١	٢١	٢١	None	None
>gsTs	أغسطس	>agusoTus	أَغُسْطُس	noun	>agusoTus	أَغُسْطُس	TBA_[CALIMA]	None	None
Almqbl	المقبل	muqobil	مُقْبِل	adj	muqobil	مُقْبِل	the_[CALIMA]+next;coming;approaching_[CALIMA]	None	None
fDA}l	فضائل	faDiylap	فَضِيلَة	noun	faDA}il	فَضائِل	virtues_[ARAMORPH]	None	None
Alqr|n	القرآن	quro|n	قُرْآن	noun_prop	quro|n	قُرْآن	the_[ARAMORPH]+Quran_[ARAMORPH]	None	None
wtlAwth	وتلاوته	tilAwap	تِلاوَة	noun	tilAw	تِلاو	and_[ARAMORPH]+recitation_[ARAMORPH]+his;its_[ARAMORPH]	None	None
l	ل	li	لِ	prep	li	لِ	for;to_[ARAMORPH]	None	None
wHAjAt	وحاجات	HAjap	حاجَة	noun	HAj	حاج	and_[CALIMA]+need;needs;thing;belongings_[CALIMA]+[fem.pl.]_[CALIMA]	None	None
ktyr	كتير	kiviyr	كِثِير	adj	kitiyr	كِتِير	very;much;several;numerous;a_lot;alot;many_[CALIMA]	None	None
Axr	اخر	|xar	آخَر	adj	|xar	آخَر	other;another_[CALIMA]	None	None
lgbTh	لغبطه	gabaT	غَبَط	verb	gabaT	غَبَط	would_have_[ARAMORPH]+envy_[ARAMORPH]+he;it_<verb>_it;him_[ARAMORPH]	None	None
kvrp	كثرة	kavorap	كَثْرَة	noun	kavor	كَثْر	abundance;frequency_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
mjAlsp	مجالسة	majolis	مَجْلِس	noun	majAlis	مَجالِس	council;board;Majlis;councils;boards_[CALIMA]+him_[CALIMA]	None	None
Al>gnyA'	الأغنياء	ganiy~	غَنِيّ	noun	>agoniyA'	أَغْنِياء	the_[ARAMORPH]+rich;wealthy_[ARAMORPH]	None	None
mn	من	min	مِن	prep	min	مِن	from_[CALIMA]	None	None
>hl	أهل	>ahol	أَهْل	noun	>ahol	أَهْل	family;people;families;folk;indigenous_people;qualified;welcome!_[CALIMA]	None	None
AldnyA	الدنيا	dunoyA	دُنْيا	noun	dunoyA	دُنْيا	the_[CALIMA]+world;worlds_[CALIMA]	None	None
AnA	انا	AanA	اَنا	pron	AanA	اَنا	I;me_[CALIMA]	None	None
lsh	لسه	lis~ah	لِسَّه	adv	lis~ah	لِسَّه	yet_[CALIMA]	None	None
byh	بيه	bi	بِ	prep	biyh	بِيه	with;by;him;them;her_[CALIMA]	None	None
AnA	انا	AanA	اَنا	pron	AanA	اَنا	I;me_[CALIMA]	None	None
bHb	بحب	Hab~	حَبّ	verb	Hib~	حِبّ	[present-tense]_+_I_[CALIMA]+love;like;want_[CALIMA]	None	None
Almkrwnp	المكرونة	makarawnap	مَكَرَونَة	noun	makarawn	مَكَرَون	the_[CALIMA]+pasta_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
AwY	اوى	qawiy	قَوِي	abbrev	>awiy	أَوِي	very_much;strong_[CALIMA]	None	None
mA	ما	mA	ما	pron_rel	mA	ما	why;what;which_[CALIMA]	None	None
tyjY	تيجى	jA	جا	verb	yijiy	يِجِي	it;they;she_[CALIMA]+occur;begin;came;cime;come;com_with_them;reach;arrive_[CALIMA]	None	None
tAkl	تاكل	Aakal	اَكَل	verb	Akul	اكُل	it;they;she_[CALIMA]+eat_[CALIMA]	None	None
mEAyA	معايا	maEa	مَعَ	noun	maEA	مَعا	together;something_with;with_something;at;with_[CALIMA]+my_[CALIMA]	None	None
$krA	شكرا	$ukor	شُكْر	noun	$ukor	شُكْر	thankfulness;thanks;thank_you_[CALIMA]+[acc.indef.]_[CALIMA]	None	None
lkl	لكل	kul~	كُلّ	noun_quant	kul~	كُلّ	for;to_[CALIMA]+all;entire;every;whole_[CALIMA]	None	None
Alrdwd	الردود	rad~	رَدّ	noun	ruduwd	رُدُود	the_[CALIMA]+reply;response;replies;responses;return;repulsion;in_reply_to;in_answer_to_[CALIMA]	None	None
Alm$Arkh	المشاركه	mu$Arokap	مُشارْكَة	noun	mu$Arok	مُشارْك	the_[CALIMA]+associate;participating;participant;participation;association_[CALIMA]+[fem.sg.]_[CALIMA]	None	None
fy	في	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
AlmwDwE	الموضوع	mawDuwE	مَوضُوع	noun	mawDuwE	مَوضُوع	the_[CALIMA]+subject;theme;issue;subjects;themes;issues_[CALIMA]	None	None
wAlty	والتي	Ail~atiy	اِلَّتِي	pron_rel	Al~atiy	الَّتِي	and_[CALIMA]+which;who;whom_[masc.sg.];with;as;to;whom_[fem.sg.];whom_[du.]_[CALIMA]	None	None
tzyd	تزيد	zAd	زاد	verb	ziyd	زِيد	it;they;she_[CALIMA]+increase;exceed;add;be_increased;be_added;add_(to)_[CALIMA]	None	None
llmwDwE	للموضوع	mawDuwE	مَوضُوع	noun	mawDuwE	مَوضُوع	for;to_+_the_[CALIMA]+subject;theme;issue;subjects;themes;issues_[CALIMA]	None	None
Alkvyr	الكثير	kaviyr	كَثِير	adj	kaviyr	كَثِير	the_[CALIMA]+many;much;numerous;a_lot;very_[CALIMA]	None	None
wAlkvyr	والكثير	kaviyr	كَثِير	adj	kaviyr	كَثِير	while_+_the_[CALIMA]+many;much;numerous;a_lot;very_[CALIMA]	None	None
wAsf	واسف	>asaf	أَسَف	noun	>asaf	أَسَف	and_[CALIMA]+regret;sorry_[CALIMA]	None	None
ElY	على	EalaY	عَلَى	prep	EalaY	عَلَى	on;above_[CALIMA]	None	None
Alt>xyr	التأخير	ta>oxiyr	تَأْخِير	noun	ta>oxiyr	تَأْخِير	the_[CALIMA]+delay_[CALIMA]	None	None
bsbb	بسبب	sabab	سَبَب	noun	sabab	سَبَب	with;by_[CALIMA]+reason;cause;because_of;due_to;reasons;causes;circumstances_[CALIMA]	None	None
AlAn$gAl	الانشغال	Aino$igAl	اِنْشِغال	noun	Aino$igAl	اِنْشِغال	the_[CALIMA]+preoccupied;busy;occupation_[CALIMA]	None	None
fy	في	fiy	فِي	prep	fiy	فِي	in_[CALIMA]	None	None
AlEml	العمل	Eamal	عَمَل	noun	Eamal	عَمَل	the_[CALIMA]+work;action;actions;activities_[CALIMA]	None	None
ASbrwA	اصبروا	Sabar	صَبَر	verb	>uSobur	أُصْبُر	be_patient;endure_[CALIMA]+they_[CALIMA]	None	None
dh	ده	dah	دَه	pron_dem	dah	دَه	that_[CALIMA]	None	None
Axr	اخر	|xar	آخَر	adj	|xar	آخَر	other;another_[CALIMA]	None	None
ywm	يوم	yawm	يَوم	noun	yawm	يَوم	today;day;some_day;ever;days_[CALIMA]	None	None
Tb	طب	Tab	طَب	interj	Tab	طَب	TBA_[CALIMA]	None	None
hAtly	هاتلي	hAt	هات	verb	hAt	هات	give_[CALIMA]+you_+_to;for_+_I_[CALIMA]	None	None
mEAk	معاك	maEa	مَعَ	noun	maEA	مَعا	together;something_with;with_something;at;with_[CALIMA]+your_[CALIMA]	None	None
bAltwfyq	بالتوفيق	tawfiyq	تَوفِيق	noun	tawfiyq	تَوفِيق	with;by_+_the_[CALIMA]+success;successful_outcome;conformation_[CALIMA]	None	None
llmntxb	للمنتخب	munotaxab	مُنْتَخَب	noun	munotaxab	مُنْتَخَب	for;to_+_the_[CALIMA]+national_team;anthology_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
$A'	شاء	$A'	شاء	verb	$A'	شاء	want;desire;wish_[CALIMA]+he;it_[CALIMA]	None	None
Allh	الله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	TBA_[CALIMA]	None	None
Alfwz	الفوز	fawz	فَوز	noun	fawz	فَوز	the_[CALIMA]+victory_[CALIMA]	None	None
lmSr	لمصر	maSor	مَصْر	noun_prop	maSor	مَصْر	for;to_[CALIMA]+Egypt_[CALIMA]	None	None
Abw	ابو	>abuw	أَبُو	noun_prop	>abuw	أَبُو	Abu_[ARAMORPH]	None	None
ryAD	رياض	rawoDap	رَوْضَة	noun	riyAD	رِياض	gardens_[ARAMORPH]	None	None
AntA	انتا	Ainota	اِنْتَ	pron	Ainota	اِنْتَ	you_[masc.sg.];you;masculine_[CALIMA]	None	None
mtAkd	متاكد	muta>ak~id	مُتَأَكِّد	adj	muta>ak~id	مُتَأَكِّد	certain;sure_[CALIMA]	None	None
An	ان	<in~	إِنّ	conj_sub	<in~	إِنّ	if_[CALIMA]	None	None
HsAm	حسام	sa}im	سَئِم	verb	so>am	سْأَم	will_+_I_[ADAM]+be_tired;be_bored_[ARAMORPH]	None	None
Hsn	حسن	Hasan	حَسَن	noun_prop	Hasan	حَسَن	Hassan_[CALIMA]	None	None
kAn	كان	kAn	كان	verb	kAn	كان	be;was;were_[CALIMA]+he;it_[CALIMA]	None	None
mE	مع	maEa	مَعَ	noun	maE	مَع	together;something_with;with_something;at;with_[CALIMA]	None	None
AldfAE	الدفاع	difAE	دِفاع	noun	difAE	دِفاع	the_[CALIMA]+defense;in_defense_(of)_[CALIMA]	None	None
hw	هو	huw~a	هُوَّ	pron	huw~a	هُوَّ	it;he;an_improper_way;its;the_self_same;emphatic_pronoun_of_the_3rd_person;emphasizing_a_preceding_noun;emphasizing_a_preceding_suffix_[CALIMA]	None	None
AllY	اللى	All~iy	اللِّي	pron_rel	All~iy	اللِّي	which;who;whom_[CALIMA]	None	None
xsrkm	خسركم	xasir	خَسِر	verb	xasir	خَسِر	lose_[ARAMORPH]+he;it_<verb>_you_[ARAMORPH]	None	None
sybw	سيبو	sAb	ساب	verb	siyb	سِيب	flow;neglect_[CALIMA]+they_[CALIMA]	None	None
hAnY	هانى	hAniy	هانِي	noun_prop	hAniy	هانِي	Hani_[CALIMA]	None	None
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed_[CALIMA]	None	None
bqY	بقى	baqaY	بَقَى	adv	baqaY	بَقَى	then;so_[CALIMA]	None	None
Hd	حد	Had~	حَدّ	noun	Had~	حَدّ	stop;halt;end;extent;limit;level;border;frontier_[CALIMA]	None	None
yjyb	يجيب	jAb	جاب	verb	jiyb	جِيب	he;it_[CALIMA]+explore;traverse_[CALIMA]	None	None
lAEb	لاعب	lAEib	لاعِب	noun	lAEib	لاعِب	player;athlete_[CALIMA]	None	None
m$	مش	mi$	مِش	part_neg	mi$	مِش	TBA_[CALIMA]	None	None
EAwzkm	عاوزكم	EAwiz	عاوِز	adj	EAwiz	عاوِز	wanting;needing_[CALIMA]+you_[CALIMA]	None	None
wAllh	والله	All~ah	اللَّه	noun_prop	All~ah	اللَّه	and;with_[CALIMA]+TBA_[CALIMA]	None	None
AlEZym	العظيم	EaZiym	عَظِيم	adj	EaZiym	عَظِيم	the_[CALIMA]+great;powerful_[CALIMA]	None	None
mA	ما	mA	ما	pron_rel	mA	ما	why;what;which_[CALIMA]	None	None
AqSd	اقصد	qaSad	قَصَد	verb	qoSud	قْصُد	I_[CALIMA]+intend;mean;pursue;be_intended;be_meant;be_pursued_[CALIMA]	None	None
Anh	انه	<in~	إِنّ	conj_sub	<in~uh	إِنُّه	if_[CALIMA]	None	None
E$An	عشان	$a>on	شَأْن	noun	$a>on	شَأْن	on;above_[CALIMA]+matter;affair;case;importance;status;situation;condition;affairs_[CALIMA]	None	None
AlAhlY	الاهلى	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	the_[CALIMA]+Ahly;Ahli_[ARAMORPH]	None	None
mmkn	ممكن	mumokin	مُمْكِن	adj	mumokin	مُمْكِن	possible_[CALIMA]	None	None
yrjE	يرجع	rijiE	رِجِع	verb	rojaE	رْجَع	he;it_[CALIMA]+come_back;return_[CALIMA]	None	None
AlAsmAEylY	الاسماعيلى	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the_[CALIMA]+Ismaili_[ARAMORPH]	None	None
Aw	او	>aw	أَو	conj	>aw	أَو	Or;if_not;unless;except_if;except_when_[CALIMA]	None	None
yHtrf	يحترف	{iHotaraf	ٱِحْتَرَف	verb	Hotarif	حْتَرِف	he;it_[ARAMORPH]+do_professionally_[ARAMORPH]	None	None
HtY	حتى	Hat~aY	حَتَّى	part	Hat~aY	حَتَّى	even;including_[CALIMA]	None	None
